meet,"…‘に'『会う』,出会う / (紹介されて)…‘と'『知り合いになる』,近付きになる"
melt,"(熱・水などによって)『溶ける』,溶解する / 『しだいに和らぐ』"
member,"(集団の)『一員』,会員,メンバー / 国会議員"
membership,"(団体の)一員(成員,メンバー)であること / (団体・組織の)全会員"
memory,"『記憶』[『力』] / 『思い出』,思い出の人(物,事)"
mention,…‘を'『簡潔に述べる』 / …の名を挙げる
merchant,(比較的大規模に商品を扱う)『商人』;貿易商 / 『小売商人』(storekeeper)
mercy,"『慈悲』,寛大,あわれみ / ありがたいこと,感謝すべきこと"
mere,"『ほんの』,単なる"
message,"(文書・言葉・信号などによる)『伝書』,通信,メッセージ / 教書"
metal,"(個々の)『金属』;(材料としての)金属 / 合金(真ちゅう,真銅など)"
middle,"(空間的に)『まん中の』 / (時間・順序・数量などが)『中間の』,まん中の"
might,mayの過去形
mild,"(人,人の気性・態度などが)『柔和な』,ものやわらかな,温和な / (程度・力・効果などが)『適度な』,ほどよい"
mile,『マイル』(長さの単位;1609メートル) / 1マイル競走(mile race)
milk,"(雌の哺乳(ほにゅう)動物が分泌する)乳,(特に食料としての)『牛乳』,『ミルク』 / (植物の)乳汁,乳剤,乳液"
mill,『製粉所』 / 『製粉機』;(手動の)ひき器
mind,"(思考・知覚・意志などをつかさどる)『心』,精神 / (心の働きによって生じた)『知性』,理性,理解力"
mine,『私のもの』 / 『私の』
mineral,"(動植物に対して)『無機物』 / 『鉱物』,鉱石"
minister,"『聖職者』,牧師 / (英国・欧州諸国・日本の)『大臣』"
minute,"(時間の単位の)『分』(1/60時間;『m.,min.』)"
miserable,"(人が)『みじめな』,ひどく不幸な / (物事が)人の気をめいらせるような,哀れな;ひどく不快な"
misery,"『みじめさ』,(精神的・肉体的な)非常な不運(苦難,苦痛) / (…にとっての)不運(苦痛)のたね"
miss,"未婚婦人;少女(girl) / …『嬢』,…『さん』"
mistake,"『誤り』,『間違い』;誤解,思い違い / …‘を'『間違って考える』,誤解する"
mix,"‘を'『混ぜ合わせる』,混合する,混同する / …‘を'混ぜ合わせて作る,調合して作る"
mixture,"(…を)『混ぜ合わせること』,(…の)茶合 / 『混合した物』,混合薬"
model,"(通名縮小した)(…の)『模型』,ひな型 / (…の)『模範』,手本"
moderate,"『適度の』,度を越さない / (量・大きさ・質などが)『中くらいの』,並の"
modern,"『現代の』,今の / (ルネッサンス以後の)近代の,(中世に続く)近世の"
modest,"『謙そんした』,謙虚な;控え目な / (特に女性について)品のいい,しとやかな"
moment,"『瞬間』,瞬時 / (特定の)『時期』,機会,場合"
money,"『金』(かね),金銭;通貨 / (金銭的な)利益,もうけ;富,財産"
month,"(また『calendar month』)(暦の上の1月から12月までのそれぞれの)『月』 / (ある日から翌月のその日までの)ひと月,1か月間"
moon,(天体の)『月』 / (さまざまに形を変える)『月』
moral,"(人・行為などが)『道徳的な』,道徳を守る;(人が)善悪の区別がつく / 『倫理』(『道徳』)『上の』,道徳の(ethical)"
more,"(数・量・程度などが)(…より)『いっそう大きい』,『もっと多く』,ずっと高い / 『それ以上の』,『もっと多くの』"
moreover,"『そのうえ』,さらに"
morning,"『朝』,午前(午前0時または夜明けから正午まで) / (物事の)始まり,夜明け,黎明(れいめい)"
most,"(数・量・程度などが)『最も多い』,最高の,最大の / 『たいていの』,大概の"
mother,『母』 / 母親のような人
motion,"『動くこと,運動』,運行,移動 / 『動作』;身ぶり,合図"
motor,"(電気の)『モーター』,電動機 / エンジン,(特に)内燃機関"
mountain,『山』 / …『山脈』
mouse,"『ハツカネズミ』(英米の家によく出没する小型のネズミ;ほが国の家に出没する大型のネズミはrat) / 臆病者,内気な人"
mouth,"(人・動物の物を食べたり,音を発する)『口』,口腔 / (口に似た)開口部;(袋・びんなどの)口,(銅穴・峡谷などの)入り口;河口,港口"
move,"『動く』,移動する,揺れ動く / (…から…へ)『引っ越す』,移転する"
much,"(量・程度などが)『多くの』,多量の / 『たくさん』,多量"
mud,『泥』;ぬかるみ
multiply,"…‘を'『増す』,ふやす;…‘を'繁殖させる / (ある数を)‘に'『掛ける』"
murder,"『殺人』謀殺,殺害 / 殺人行為,殺人事件"
music,"『音楽』 / 音楽作ぽ,楽曲"
musician,"『音楽家』,楽士 / 作曲家"
must,"…『ねばならない』,すべきである / …『ねばならない』,…せよ;…『してはいけない』"
mystery,『神秘的な物』(『事』) / 好寄心(気がかり)を起こさせる物(事)
nail,"(手の)『つめ』(fingernail);(足の)つめ(toe-nail);(鳥獣の)つめ(claw, talon) / 『くぎ』,びょう"
name,"『名』,『名前』,姓名;(物の)名称;名義 / 『名声』;評判(reputation)"
narrow,"(幅の)『狭い』,細い / 『範囲(種類)が限られた』(limited)"
nation,"『国民』(people) / 『国家』,国(country)"
native,"『出生地の』,母国の / 『生まれつきの』,生来の"
nature,"『自然』,自然界,万物;自然の力;(擬人化した)自然,自然の女神 / (人・動物,あるいは物事の持っている)『本質』,性質,本性"
near,"(空間的・時間的に)(…の)『近くに』,(…に)接近して / 『ほとんど』(almost, nearly)"
neat,"(見た目に)『きちんと整った』,小ぎれいな / (人などが)きれい好きな;(服装などが)さっぱりした"
necessary,"(物事が)『必要な』,なくてはならない / 『必然的な』,避けられない"
necessity,"『必要』,必要性;必然,当然のこと・必要品(…に)『どうしても必要なもの』,(…の)必需品 / (貧乏・不幸などによる)困窮,窮乏"
neck,(人間・動物の)『首』;首の骨 / (衣服の)えり
need,"『必要』,入用 / 『必要なもの』,(…の)必要品"
needle,"『針』,縫い針;(編物用の)かぎ針,編み棒 / (レコードプレーヤーの)針;(磁石・らしん盤など各種計器の)針"
neglect,"…‘を'『無視する』,かまわない,ほっておく / (特に不注意で)…‘を'怠る』,忘れる(disregard)"
neighbor,"『隣人』,隣国,隣国人,隣の席の人;隣にあるもの / 同胞,仲間"
neighborhood,"『近所』,近隣 / 『近所の人々』"
neither,"(二つのうちの)『どちらの…も…ない』,…のどちらも…でない / (二つのうち)『どちらも…ない』"
nest,"(鳥・昆虫・魚類・小動物などの)『巣』,巣穴 / 巣の中の鳥(動物など),(昆虫などの)群れ"
net,"(魚・鳥・昆虫などを捕らえる)『網』;(人・物を保護するための)網,ネット;(各種球技用の)ネット;(ベール・カーテンなどに用いる)ネット / わな,落とし穴"
network,"網,網細工 / 『網状のもの』"
never,"(1)『かつて』…『ない』,一度も…しない(at no time) / 『全く』…『ない』,『決して』…『ない』(not … at all)"
new,"(その状態になってまだ時間がたっていなくて)『新しい』;新しく発見(発明)された,新しく来た / 目新しい,初めて聞く,なじみのない"
news,"(新しい)『報道』,記事;(一般的に)知らせ,たより) / (耳新しい)『事件』,でき事"
newspaper,(また『paper』)『新聞』 / 新聞社
next,"(時間・順序が)『次の』,すぐ後に続く;来…,翌… / (場所・位置が)『いちばん近い』,隣の"
nice,"(物事が)『良い,気持ちよい』(pleasant) / (人が)『親切な』,思いやりのある"
night,"『夜』,晩,夜間 / (夜の)暗やみ,夜蔭"
no,"『一つも』(『一人も,少しも』)…『ない』 / 『決して…でない』"
noble,"高貴の;貴族の / 高潔な,気高い"
nobody,"『だれも…ない』(not anybody) / 取るに足らない人,つまらぬ人間"
noise,"(特に,大きなまたは不快な)『音』,物音 / (街・往来などの)『ざわめき』,騒音,騒々しい声"
none,"(…の)『どれも』『何も,だれも,少しも』)…『でない』 / 『少しも』(『一人も,一つも』)…『ない』"
noon,"(また『noonday,noontide,noontime』)『正午』;真昼(midday) / )…の)最盛期"
nor,"…『も』,『も』…『ない』,また…ない(or not) / …『もまた』…『ない』"
north,"『北』;北方 / 北部[地方],北方[地域]"
northern,"『北の』,河[部]にある;北に向かう / 北からの"
nose,『鼻』 / (…に対する)『嗅覚』(きゅうかく)
not,"…『でない』,しない / …『でなく』"
note,"『覚え書き』,控え,メモ / (本文に対する)『注』,駐釈"
nothing,"『何も…ない』(not anything ,no thing) / 『少しも…でない』"
notice,"『人目を引くこと』,注意,注目,関心 / 『通告,通知』,警告;(契約解除の正式な)通知,予告"
now,"『今』,現在は / 『ただちに』,すぐに"
nowhere,"『どこにも』(『どこへも』,『どこでも』)…『ない』 / どこにもない場所(no place);どことも知れぬ場所"
number,"(数えて得られる)『数,数量』 / (概念としての)『数,数字』"
numerous,"『非常に多い』,多数の(very many) / 多数から成る(を含む)"
nurse,"『看護人』,看護婦 / 子守(dry nurse)"
nut,"『木の実』,堅果(けんか)(クリ・ドングリなど) / (堅果の皮をむいた)中の実,仁(じん)(しばしば食用になる)"
obey,"‘に'『服従する』 / ‘に'『従う』,‘を'守る"
object,"(見たり,触れたりできる)『物』,物体 / (…の)『対象となる人』(『物』,『事』),(…の)的"
objection,"(…に対する)『反対』,異議,異論 / (…に対する)嫌悪,不満"
observe,"…‘を'『観察する』,注意して見る;…‘を'見て気づく / …‘と'『述べる』,言う"
occasion,"(事が起こる,特定の)『時』,場合 / 『でき事』;(しばしば)意義深いでき事"
ocean,"『大洋』,大海 / 五大洋の一つ"
of,"…『の』,…のものである,…に属する・…『でできた』,から成る・…『の』[『中の』] ・…の・…『で』,のために(because of) ・…『の』,による,によって・…『を』,の・…『という』・…『についての』[『の』],の点で・…の[性質をもつ] ・・…『から』・…『から』[『の』](out of) ・…のような・…の…・(1)…に…の・…前(to,before)"
off,"(接触しているところ)『から』,から離れて,からはずれて / …『から離れたところで』(『に』)"
offer,"…‘を'『申し出る』,すすめる,提供する / …‘を'『企てる』"
office,"『事務所』,事務室;営業所,会社 / 事務所(営業所)の全員"
officer,"『公務員』,役人(会社などの)役員,幹部 / 『将校』,士官"
official,"『公務』[『木』]『の』,職務[上]の / 『公式の』,正式の(formal);公認の"
often,"『しばしば』,たびたび,よく / 何度,何回"
oil,『油』;油状物 / =petroleum
old,"『年とった』,老齢の / 『年上の』,年長の"
omit,"(…から)…‘を'『省略する』,省く"
on,"(またupon)…『の上に』,の上で,の上の / (またupon)…『に』[向かって]"
once,"(ただ)『1度』,『1回』 / 『かつて』,以前"
one,"『1個の』,一人の,単一の;1歳の / 『ある』…"
only,"『唯一の』,たった一つ(一人)の;ただ…だけ / 『最適の』,最良の(best)"
onto,…[『の上』]『へ』(『に』) / …に気づいて
open,"…‘を'『開く』,開ける;…‘の'ふた(おおい)をとる / …‘を'『切り開いて作る』,開拓する;…‘を'全開通させる"
operate,"『動く』,作動する / (…に)『利く』,効果を表す,作用する,影響する"
operation,"(…)『作用』,働き;(機械などを)『動かすこと』,操作,(企業などの)運営 / (機械・機能などが)『動いている状態』,働いている状態,(法律など)有効である状態"
operator,"(機械・装置を)『運転する人』,操作する人,技手;電話交換手 / (会社などの)経営者"
opinion,"『意見』,見解所信 / (人・物事に対する)『評仮』"
opportunity,"『機会』,好機"
oppose,"…‘に'『反対する』,抵抗する(object to) / (…に)…‘を'対照させる,対抗させる"
opposite,"(位置が)『向こう側の』,反対側の,向かい合わせの / (動く方向が)反対の"
opposition,"(…に)『反対すること』,(…に対する)反対,対立,抵抗,敵対 / 野党,反対党"
or,"…『または』…,…か… / …も…もない"
orange,"『オレンジ』,柑橘(かんきつ)類 / オレンジ色,だいだい(橙)色"
order,"『命令』,指図,指令 / (物事の)『順序』,順番"
ordinary,"『いつもの』(usual) / 『普通の』,平凡な"
organ,"『オルガン』,パイプオルガン(pipe organ),リードオルガン(reed organ),電子オルガン(electronic organ),手回しオルガン(barrel organ) / (動植物の)『器官』"
organize,"‘を'『系統だてる』,組織的にまとめる / ‘を'『組織する』,編成する"
origin,"(…の)『起源』発端;もと,原因 / 『生まれ』,素性,血統"
other,"『別の』,ほかの,違った / …とは違った,…とは別の"
otherwise,"『ほかの点では』,それを別にすると / 『そうでなければ』,さもないと(or else)"
ought,"…『すべきである』,するのが当然である / …するのが望ましい,するのがよい"
out,"(ある位置・状態から)『外へ』(『で』),外出して;戸外に;外国に / (隠れた所から表面に)『現れ出て』;世に出て;発表されて;(花・葉などが)出て来て,咲いて"
outline,"(物の)『輪郭』,外形 / (…の)輪郭図,線画,略図"
outside,"『外側』,外部,外面 / 『外側の』,外部の"
over,"…『の上に』,を覆って;…に覆いかぶさって / …『を越えて』"
overcome,"(試合・戦闘などで)…‘に'『打ち勝つ』,‘を'圧倒する(conquer) / ‘に'『打ち勝つ』,‘を'克服する,乗り越える"
owe,"…‘を'『借りている』,借金している / …‘の'『おかげをこうむっている』"
own,"『自分自身の』,それ自身の,特有の / 『自分自身のもの』,わがもの"
ownership,"所有者であること,所有;所有権"
pack,"『包み』,『束』;荷物 / (…の一つの)『包み』,組,そろい"
package,"(あまり大きくない)『包み』,梱包(こんぽう);詰め合わせ品 / (箱・ケースなど,荷作り用の)容器"
pad,"(衝撃・摩擦などを防ぐ),クッション,詰め物;(洋服の肩などの)パッド,(球技用の)胸当て:すね当て;(いすなどの)敷き物 / はぎ取り式の帳面,用紙つづり"
page,"(本・手紙・新聞などの)『ページ』 / (新聞などの)欄,記事"
pain,"(肉体のある部分の)『苦痛』,『痛み』 / (精神的な)『苦痛』,心痛"
paint,"『ペンキ』,『塗料』 / (油性・水性の)絵の具(チューブ入りおよび水に溶かす前の固型状のもの)"
pair,"(二つで一つに用いられる物の)『組』,『対』 / (対になる部分からなる物の)『1個』"
pale,"(顔が)『青白い』,生色がない,青ざめた / (色が)『薄い』,淡い,白色に近い"
pan,(通例ふたのない片柄の)『平なべ』 / 平なべ状の物;(はかりなどの)皿;(砂金などを砂利から分ける)選鉱なべ
paper,『紙』 / (1枚の)『紙』
parent,"『親』(父または母);両親 / j代りの人,保護者"
park,"(町の中の)『公園』,庭園 / 自然公園"
part,"(全体を構成する)『部分』 / (…の)『一部』,『一部分』"
particle,"小片,(ごく)少量,微量 / 粒子"
particular,"(ほかでなく)『特にこの』(『あの』),特定の / (特定の人・物などに)『特有の』独特の,独自の"
partner,"(いっしょに活動する)『相手』,仲間 / 共同経営者,共同出資者"
party,"『社交的な集まり』,パーティー / 『一』,一隊,一団"
pass,"『通り過ぎる』,通る / 『過ぎる』,過ぎ去る"
passage,"(文章・演説の一つの)『節』,句 / 楽節,楽句,パッセージ"
passenger,"『乗客』,旅客;船客 / 足手まといな人"
past,"『過ぎ去った』,終わった(over) / 『過去に起こった』,過去の,昔の"
paste,(接着用の)『のり』 / (一般に)のり状のもの
path,"(自然にできた)『小道』,細道;庭内の道 / (人・物の)『通り道』,通路・進路,軌道"
patience,"(苦しみに耐える)『忍耐』,忍耐力,しんぼう / =solitaire"
patient,"(人が)『忍耐強い』,しんぼう強い,がまん強い / (行動が)根気のよい,忍耐を示す"
pattern,"(壁紙・織物などの)『模様』,柄,デザイン / 『模範』,手本"
pause,"『小休止』,中断,休息;(会話,読み書きの間に入れる)一息,一区切り / (音楽の)延音記号,フェルマータ"
pay,"‘を'『支払う』;…‘に'支払う / (収益・利潤として)…‘を'もたらす,支払う"
peace,『平和』 / 『講和』[『条約』]
peculiar,"『変な』,奇妙な,変わった / 『独特な』,特有の"
pen,"(インクを用いる筆記具全体をさして)『ペン』;万年筆,ボールペン,フェルトペン;ペン先 / 文筆,著述"
pencil,"鉛筆 / 鉛筆状のもの,(棒状の)化粧品"
people,(一般に)『人々』 / 『世間の人』
per,"…『につき』,…ごとに / …によって,…で,…を通じて"
perfect,"『完全な』,欠点のない,申し分のない / (必要なものが)『完全にそろった』"
perform,"‘を'『成し遂げる』 / ‘を'『果たす』,履行する"
performance,"(…の)『遂行』,実行,履行 / (劇・音楽などの)『公演』,上演,演奏"
perhaps,"『おそらく』,ことによると,ひょっとしたら,たぶん"
permanent,"『永久の』不変の / 常設の,常置の"
permission,"『許可』,承諾"
permit,"…‘を'『許可する』 / …‘の'機会を与える,‘を'可能にする"
person,"(性別・年齢に関係なく)『人』 / (人間の)『体』,身体"
persuade,‘を'『説得する』 / ‘に'『信じさせる』
pet,"『愛がん動物』,ペット / お気に入りの人(物)"
photograph,"『写真』,(…の)写真 / ‘の'『写真をとる』"
pick,"(入念に)…‘を'『選ぶ』,選び取る / ‘を'『摘む』,もぐ"
picture,"『絵』,『絵画』 / 『写真』"
piece,"(全体から分離した)『部分』,『断片』,破片 / (…の)…『個』,『片』,枚"
pile,"(…の)『積み重ね』 / 『多数』(…の),たくさん(の…),大量(の…)"
pin,"『ピン』・留め針・ピンの働きをする物 / (留め針の付いた)『記章』,『バッジ』"
pink,"『桃色,ピング』 / ナデシコ属の植物(ナデシコ・セキチク・カーネーションなど)"
pipe,"『管』,パイプ,筒(つつ) / (刻み用の)『パイプ』"
pity,"(…に対する)『あわれみ』,同情 / 『残念』(『遺憾』)『なこと』,惜しいこと,気の毒なこと"
place,"『場所』,『位置』;(物の占める)空間 / 『地域』,地方,土地"
plain,"『はっきり見える』(『聞こえる』) / 『はっきり理解できる』,明白な"
plan,"『計画』,『案』,プラン,設計 / 『設計図』,『図面』;(小区域の)地図,市街図"
plant,"(動物に対して)『植物』,草木・(樹木に対して)『草』,草本(そうほん)( 木部があまり発達せず地上部が一年で枯れる植物)・苗,苗木・生産設備,工場,プラント設備,装置・(人をおとしいれる)わな,おとり / ‘を'『植える』,‘を'まく・(植物を) ‘に'植える"
plaster,"『しっくい』,プラスターこう薬 / ‘に'しっくいを塗る"
plate,(通例各人用の丸い)『平皿』 / (料理の)『1皿』[『分』]
play,"(…をして)『遊ぶ』,戯れる / 『競技(試合)をする』;かけ事をする"
pleasant,"(物事が)『人に喜びを与える』,楽しい,心地よい"
please,"‘を'『喜ばせる』,満足させる,‘の'気に入る / …‘を'好む,望む"
pleasure,"(…の)『喜び』,『楽しみ』 / 『うれしい』(『楽しい』)『こと』"
plenty,"(数・量が)『たくさん』(の),『たっぷり』(の) / (あり余るほどの)豊かさ,豊富(abundance)"
plow,(牛・馬・トラクターが引く耕作用の)『すき』 / すきに似た道具(除雪機(snowplow)など)
pocket,(洋服の)『ポケット』 / ポケットに似た物
poem,(一編の)『詩』 / 詩的な美しさ(趣き)を持つもの
poet,"『詩人』,歌人 / 詩的才能のある人"
point,"(針・鉛筆・剣などの)『とがった先』,(…の)先端 / 岬(みさき)"
poison,"『毒』毒薬 / (…に)害になるもの,害毒;酒"
police,『警察』 / 『警察官』(policemen)
polish,"…‘を'『磨く』,光らせる,‘の'つやを出す / ‘を'『洗練する』,上品にする"
polite,"『礼儀正しい』,『ていねいな』 / 『先練された』,教養のある,上品な:"
political,"『国家の』,政府の;『政治の』,政治上の: / 国家(政府)に有害な"
politician,"『政治家』 / (利権をあさる)政略家,政治屋"
politics,"『政治』;『政治学』 / 政治活動,政治問題"
pool,"(特に,自然にできた)『水たまり』 / (水以外の液体の)たまり"
poor,"『貧乏な,貧しい』 / 『貧相な』,みすぼらしい"
popular,"『人気がある』,評判のよい;好かれている / 『一般人の』・『民衆の』,大衆の,人民の"
population,"『人口』,住民の数 / (一定地域の)『全体民』"
position,"『位置;場所』;所在地 / 所定の位置,適所"
possess,"(財産として)…‘を'『所有する』,持っている / (性質・特性として)…‘を'持っている,備えている"
possession,"(…の)『所有』,所持 / しばしば複数形で》『所有物』;財産(property)"
possible,"(物事が)『可能な』,実行できる / (物事が)『ありうる』,『起こりうる』"
post,"(木・金属・石などの)『柱』,『支柱』,くい / (競馬の)出発標,決勝標"
postpone,"…‘を'『延期する』,延ばす"
pot,"(金属・陶器・ガラス製などの)『つぼ』,かめ,鉢(はち);深なべ・びん・つぼ・かめ・なべなどの)1杯分(の分量) / 室内用便器(chamber pot)"
pound,『ポンド』(一般に商業で用いられる重量の単位;16オンス;約453.6グラム;{略}『1b.』) / ポンド(英国・アイルランドなどの貨幣の単位(pound sterling)およびその紙幣;もと20シリング(=240ペンス);1971年2月以後は100ペンス;{略}￡)
pour,"‘を'『注ぐ』,『つぐ』,流す / (…に)…‘を'『注ぎかける』,溶びせる,‘を'注ぐ"
poverty,"『貧乏』,貧困 / (必要なものの)『不足』,欠乏"
powder,"『粉』,粉末 / おしろい"
power,"(名身が生れつき備えている,また物事を遂行できる)『能力』,『力』 / (…に対する)権力,支配権"
practical,"『実際上の』,実地の / 『実用的な』,実際の役に立つ"
practice,"(絶えず繰り返す)『練習』,けいこ / (1回の)練習の時間"
praise,"(…を)『ほめること』,(…の)『賞賛』 / (詩・歌などで)(神への)賛美"
pray,(神に…を)『祈る』 / (物事を)心から望む
preach,"(特に宗教的なことについて,人に)『説教する』,説く / …‘を'『説教する』,伝道する;…‘を'説く"
precious,"『高価な』;『貴重な』,大切な / 『かけがえのない』,無駄にできない"
prefer,"『むしろ』…『のほうを好む』(『選ぶ』) / (法廷なでに)…‘を'提出する,申し出る"
preference,『好み』 / 好みの物を選ぶ権利;優先権
prejudice,"(…に対する不当な)『先入観』,『偏見』;(…に好意的な)先入観,えこひいき / 不利益,損害"
prepare,"‘の'『準備をする,用意をする』 / ‘に'『用意させる,心構えをさせる』"
presence,"(人がそこに)『居ること』,(物が)『あること』 / (会合などへの)『出席』,列席;同席,立ち合い"
present,"(…に)『出席している,居合わせている』 / )ある場所や物の中などに)『ある』,含まれている"
preserve,"(損傷・危害などから)…‘を'『守る,保護する』(save) / …‘を'『維持する』,保持する,持続する"
president,"『米国大統領』;(一般に共和国の)『大統領』 / (組織体の)『会長,総裁,長官』"
press,"(力・重量をかけて)…‘を'『押す,圧する』 / (…から)‘を'しぼり出す"
pressure,"『押すこと』,『押しつけること』,圧搾,圧縮;『圧力』,圧力の強さ / 『圧迫』,『強制』"
pretend,"…‘の'『ふりをする』,‘に'見せかける / …すると言い張る,主張する"
pretty,"(女・子供などが)『きれいな』,『かわいらしい』;(事物・場所などが)きれいな,こぎれいな / (目・耳・心に)『快い』,楽しい"
prevent,"‘が'『起こらないようにする』,予防する,防ぐ,妨げる / ‘の'邪魔をする,妨げる"
prevention,(…を)『予防』(『防止』)『すること』 / (…を)予防(防止)するもの
price,"(売買の)『値段』,『価格』 / (何かを手に入れるための金銭以外の)『代償』,代価"
pride,"『自尊心』,自尊 / 『得意』,自慢,誇り"
priest,"(一般に)『聖職者』,僧,神官 / (カトリック教会・英国国教会の)司祭"
print,…‘を'『印刷する』 / ‘を'『出版する』
prison,"『刑務所』,監獄,拘置所 / (一般に)閉じ込めておく場所,幽閉所"
private,"『私的迭』,個人的な / 『私有の』,私営の,私立の"
prize,"『賞』,賞品,賞金,ほうび / (努力して手に入れる)『価値あるもの』,貴重なもの"
probable,"『ありそうな』,起こりそうな / 起こりそうなこと;何かしそうな人,予想される勝利者,有望な候補者"
problem,"(特に解決の容易でない)『問題』,やっかいな事態 / (…にとって)やっかいな人"
produce,"[ある場所・地域などが]…‘を'『産出する』,『生産する』 / ‘を'『製造する』;‘を'作り出す"
product,"『産物』;製品 / (…の)結果,帰結"
production,"(…を)『生み出すこと』,(…の)『生産』,産出,製造 / 『生産高』,産出額(量)"
profession,『専門職』;(一般に)職業 / 『同業者たち』
profit,"『利益』,もうけ,収益 / 得(益)になること"
program,"(催し物,テレビ・ラジオなど全体の)『プログラム』,『番組表』 / (プログラムに従って行われる個々の)『番組』;(特に)ラジオ番組,テレビ番組"
progress,"(…に向かう)『前進』 / (目標・完成・解決へ向かう)『進歩』,進展;(…における)進歩"
promise,"『約束』,誓い / (…の)有望さ,見込み"
prompt,"(人が)『てきぱきした』,敏速な(quick) / (事が)『てきぱきと行われる』,即刻の"
pronounce,"‘を'『発音する』;‘を'発音記号で示す / …‘を'『宣言する』,言明する;…‘を'宣告する"
proof,"『証拠』,証明;『証拠となるもの』,証拠品 / (真実性・品質などの)試験,吟味"
proper,"(目的に)『適切な』,ふさわしい"
property,動産
proposal,"『提案すること』;『提案されたこと』 / 結婚の申し込み,プロポーズ"
propose,"…‘を'『提案する』,申し出る / (地位・役職などに)‘を'推薦する"
protect,"(危険・損害などから)…‘を'『守る』,『保護する』 / ‘を'保護する"
protection,"(…から)『保護すること』,『守ること』;保護されていること / (…を)防いでくれる人(物),保護者"
proud,"(人が)『得意な,誇らしげな』 / (人が)『誇りを持った』,自尊心のある"
prove,"…‘を'『証明する』 / …‘を'『試す』,検討する"
provide,"…‘を'『供給する』,提供する,与える / (法律などで)…‘と'『規定する』"
public,"『公の』,『公共の』,公衆の / 公開の"
pull,"‘を'『引く』,『引っ張る』,引いて動かす / ‘を'『ぐいと引っ張る』,強く引く"
pump,『ポンプ』 / ポンプで空気(ガス)を入れること
punish,"‘を'『罰する』,こらしめる / ‘を'『罰する』"
pupil,"(一般にschoolに学ぶ)『生徒』;(個人指導を受けている)生徒,門下生,弟子"
pure,"(金など)『混じりけのない』,純粋の / (水など)『汚れていない』,きれいな"
purpose,"(人の抱く)『目的』,目標,意図 / (物事の)『用途』,目的,効果"
push,"(動かすために)…‘を'『押す』,押して動かす / ‘を'押し進める,推進する"
put,"(ある場所・位置に)…‘を'『置く』,載せる,すえる,付ける / (ある状態に)…‘を'『置く』,する;‘に'(…)させる"
puzzle,"(頭を)『悩ませる物』(『事』,『人』),難問,難物 / (遊び用の)『パズル』,判じ物,なぞ"
qualification,"『資格を与えること』,『資格があること』,『資格』,能力;『免許状』,資格証明書 / 制限;条件;修正"
qualify,"‘に'『資格を与える』 / (…で)‘を'緩和する,適度にする"
quality,"(人・物の)『特質』,『特性』 / (…の)『本質』(nature)"
quantity,"『量』 / (…の)『量』,数,額,高"
quarrel,"(人との,人々間の)『口げんか』,(…のことでの)『言い争い』 / (…に対する)苦情,文句"
quarter,(…の)『4分の1』 / (時間の)『15分』
queen,(…の)(一国の君主としての)『女王』(+『of』+『名』) / 『王妃(queen consort)』
question,"『質問』,『問い』;疑問文 / (討論・考慮すべき)『問題』,(研究・調査すべき)事柄"
quick,"(動作などが)『速い』,急速な,素早い;(人が)敏しょうな,機敏な / (進行・経過などが)『瞬間の』,短時間内の,すぐ終わる"
quiet,"『静かな』,ひっそりした,閑静な / 『音を出さない』(『立てない』),沈黙した(silent)"
quite,"『全く』,完全に / 『かなり』,相当に,ずいぶん"
rabbit,ウサギ;(一般にhareも含めて)ウサギ / ウサギの毛皮(肉)
race,"競走,レース;競技会,(特に)競馬 / (一般に)競争;(…を得るための)競争"
radio,『ラジオ』[『放送』] / 『ラジオ』[『受信機』]
rail,"(かきね・柵(さく)などの)『横棒』,横木;手すり,らんかん,柵,かき / (鉄道の)『レール』"
railroad,"『鉄道』,鉄道線路 / 『鉄道会社』;鉄道施設"
rain,"『雨』,雨降り,降雨 / (熱帯地方などの)雨期,雨季"
raise,"…‘を'『上げる』,持ち上げる;‘を'起こす / …‘の'量(程度,価値など)『を上げる』"
rank,"『階級』,等級;(相対的な)『順位』,地位: / 高い地位(身分)"
rapid,"『速い』,『すばやい』,敏速な / (坂などが)急な,険しい"
rare,"『まれな』,『珍しい』,めったにない / (空気などが)薄い,希薄な(thin)"
rate,"『割合』,『率』 / 『速度』(speed),進度"
rather,"『いくぶん』,やや / 『それどころか』,反対に"
raw,"(食物が)『生の』,『料理されていない』 / (物が)『原料のままの』,加工されていない"
reach,"‘に'『着く』,『到着する』;‘に'『届く』 / ‘に'『達する』,到達する"
read,"‘を'『読む』 / ‘を'『読み上げる』,読んで聞かせる"
ready,"『準備ができた』,仕上がった / (進んで喜んで)覚悟している"
real,"(想像でなく)『現実の』,実際の,真実の / (まがいものでなく)『本物の』"
realize,…‘を'『完全に理解する』 / ‘を'『実現する』
reason,"『理由』,わけ,根拠 / 『理性』,判断力;道理"
reasonable,"(人が)『理性的な』,分別のある / (物事が)理にかなった,公正の,適度な・(価格が)手ごろな"
receive,"‘を'『受け取る』,受ける / ‘を'知る,理解する;‘を'受信する"
recent,"『少し前に起こった』,『つい最近あった』 / そんなに離れていない時代の,近代(modern)"
recognition,"(それであること)『見て気がつくこと』,見覚え / (特に,正当・妥当であるとの)(…の)『承認』"
